slug,name,location,starRating,isSuperior,starLabel,hotelType,classificationText,address,roomsCount,roomsLabel,phone,email,emailUrl,specializationTags,certificationTags,accessibilityTags,amenityTags,priceCategory,priceSourceType,priceNightly,priceNightlyChf,sourceCurrency,matchedText,gmName,gmTitle,gmSourceUrl,websiteUrl,mySwitzerlandUrl,detailUrl,externalPriceUrl,sr_selected,sr_selection_reason_codes,sr_selection_reason_labels,sr_selection_buckets,sr_enrichment_status,sr_source_url,sr_page_title,sr_page_description,sr_website_summary,sr_offered_languages,sr_positioning_pillars,sr_positioning_tone,sr_direct_booking_presence,sr_booking_engine_signals,sr_ota_signals,sr_booking_flow_type,sr_amenity_signals,sr_audience_signals,sr_brand_style_signals,sr_market_segment,sr_annual_room_revenue_proxy_chf,sr_occupancy_assumption,sr_scrape_error
hotel-victoria-jungfrau-grand-hotel-spa,Victoria-Jungfrau Grand Hotel & Spa,Interlaken,5,true,albergo 5 stelle Superior,Hotel,Classificato come albergo 5 stelle Superior da HotellerieSuisse,"Höheweg 41, 3800 Interlaken",216,Numero di camere/appartamenti **216**,,info@victoria.jungfrau.ch,mailto:info@victoria.jungfrau.ch,Business | Congresses | Excellent Cuisine | Family & More | Medical Wellness & Spa | Seminars,Swisstainable Livello II - engaged,Valutazione su Ginto,Business | Congresses | Excellent Cuisine | Family & More | Medical Wellness & Spa | Seminars | Swisstainable Livello II - engaged | Valutazione su Ginto,Premium,verified-external,890,725.35,USD,View all 10 deals from $890,Nico Braunwalder,General Manager,https://www.victoria-jungfrau.ch/wp-content/uploads/2025/11/website-history-stand-1125.pdf,https://www.victoria-jungfrau.ch/,https://www.myswitzerland.com/it/alloggi/victoriajungfrau-grand-hotel-spa/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-victoria-jungfrau-grand-hotel-spa,https://www.tripadvisor.ca/Hotel_Review-g188081-d198354-Reviews-Victoria_Jungfrau_Grand_Hotel_Spa-Interlaken_Bernese_Oberland_Canton_of_Bern.html,true,premium_price_category | five_star_signal | four_star_superior_signal | high_adr | large_hotel,Premium price category | Five-star signal | Four-star superior signal | High ADR proxy | Large hotel footprint,premium_or_luxury | premium_or_luxury | premium_or_luxury | high_adr | large_hotel,enriched,https://www.victoria-jungfrau.ch/,Victoria Jungfrau Hotel - Interlaken - Ihr Zuhause in behaglichem Luxus,Inmitten der Bergkulisse des Berner Oberlandes mit Blick auf die Jungfrau befindet sich das VICTORIA-JUNGFRAU Grand Hotel & Spa.,"Das Victoria-Jungfrau Grand Hotel & Spa ist ein luxuriöses Resort im Herzen der Schweiz, das persönlichen Service, authentische Restaurants und ein großes Spa auf 5'500 m² bietet. Es ist ein idealer Rückzugsort für Familien, Wellness-Gäste und Geschäftsreisende, um die beeindruckende Bergwelt des Berner Oberlands zu genießen.",German | English | French,wellness retreat | fine dining | business events | family-friendly escape | alpine experiences | Spa,luxury-relaxation,true,Bestpreisgarantie | Exklusive Pakete & Angebote | JETZT BUCHEN CTA visible | Reservieren CTA | Buchen CTA,,native_direct,spa | fine dining | family suites | business events | Wellness | Restaurant | Bar | Meeting rooms | Pool | Suites,families | wellness guests | business travelers | gourmets | active travelers | Groups and events | Wellness travelers,luxurious elegance | alpine charm | refined dining | personalized service | Design-led | Alpine aesthetic,luxury,38886884,0.68,
hotel-vienna-house-by-wyndham-zur-bleiche-schaffhausen,Vienna House by Wyndham zur Bleiche Schaffhausen,Schaffhausen,4,false,albergo 4 stelle,Hotel,Classificato come albergo 4 stelle da HotellerieSuisse,"Bleicheplatz 1, 8200 Schaffhausen",130,Numero di camere/appartamenti **130**,+41526310802,info.zurbleiche.schaffhausen@hrg.hotels.com,mailto:info.zurbleiche.schaffhausen@hrg.hotels.com,Aparthotel | Congresses | Seminars,Swisstainable Livello I - committed,Valutazione su Ginto,Aparthotel | Congresses | Seminars | Swisstainable Livello I - committed | Valutazione su Ginto,,verified-external,159,129.58,USD,"As of Mar 6, 2026, prices found for a 1-night stay for 2 adults at Vienna House by Wyndham Zur Bleiche Schaffhausen on Mar 13, 2026 start from $159, including ...",,,,https://www.viennahouse.com/,https://www.myswitzerland.com/it/alloggi/vienna-house-zur-bleiche-schaffhausen/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-vienna-house-by-wyndham-zur-bleiche-schaffhausen,https://www.expedia.com/Schaffhausen-Hotels-Vienna-House-Zur-Bleiche-Schaffhausen.h7831178.Hotel-Information,true,large_hotel,Large hotel footprint,large_hotel,enriched,https://www.viennahouse.com/,Europe Hotels - Vienna House by Wyndham,"Travel Europe with Vienna House by Wyndham's hotels. Enjoy our cool, casual, and chic properties with superior service while you explore European cities!","Vienna House by Wyndham offers a modern, chic retreat across Europe, featuring inspiring spaces, superior service, and a vibrant atmosphere for guests to explore and enjoy. Their hotels provide flexible venues for meetings and events, with special amenities for families and children.",German | Italian,modern design | urban oasis | family-friendly | meetings and events | culinary excellence | Spa,modern-chic,true,Book Now CTA prominently displayed | Direct booking at discounted rates | Book now CTA,,native_direct,on-site restaurants | meeting spaces | kids' corners | mobile check-in | Spa | Restaurant | Bar | Meeting rooms | Aparthotel | Congresses,business travelers | families | event planners | explorers | Groups and events | Wedding guests,contemporary chic | eclectic design | service-oriented | Design-led | Modern | Urban lifestyle,upscale,4181028,0.68,
hotel-villa-donkey,Villa Donkey,Degersheim,0,false,Swiss Lodge,Swiss Lodge,Classificato come Swiss Lodge da HotellerieSuisse,"Hauptstrasse 115, 9113 Degersheim",10,Numero di camere/appartamenti **10**,+41713700227,info@villadonkey.ch,mailto:info@villadonkey.ch,Unique,,,Unique,,verified-external,215,175.22,USD,From **$215**,,,,http://www.villadonkey.ch/,,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-villa-donkey,https://en.planetofhotels.com/switzerland/degersheim/villa-donkey-chalet,false,,,,,,,,,,,,,,,,,,,,,,
hotel-villa-florhof,Villa Florhof,Zürich,,false,,,,"Kantonsschulstrasse 9, 8001 Zürich",14,Numero di camere/appartamenti **14**,,,,,,,,,verified-external,276,276,CHF,"Room from: CHF 276,–",,,,https://www.villaflorhof.com/,,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-villa-florhof,https://www.falstaff.com/en/hotels/villa-florhof-1,false,,,,,,,,,,,,,,,,,,,,,,
hotel-villa-garni-gardenia,Villa Garni Gardenia,Caslano,3,false,albergo 3 stelle,Hotel,Classificato come albergo 3 stelle da HotellerieSuisse,"Via Valle 20, 6987 Caslano",24,Numero di camere/appartamenti **24**,+41916118211,info@garni.gardenia.ch,mailto:info@garni.gardenia.ch,,,,,,verified-external,191,155.66,USD,Villa Garni Gardenia from $191. Caslano Hotel Deals & Reviews - KAYAK,,,,https://www.garni-gardenia.ch/,https://www.myswitzerland.com/it/alloggi/albergo-gardenia/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-villa-garni-gardenia,https://www.kayak.com/Caslano-Hotels-Albergo-Gardenia.42342.ksp,false,,,,,,,,,,,,,,,,,,,,,,
hotel-villa-marguerita,Villa Marguerita,Zuoz,3,false,Serviced Apartments 3 stelle,Serviced Apartments,Classificato come Serviced Apartments 3 stelle da HotellerieSuisse,"Dorta 22, 7524 Zuoz",6,Numero di camere/appartamenti **6**,+41818541346,info@villamarguerita.ch,mailto:info@villamarguerita.ch,,,,,,unclassified,,,,,,,,https://www.villamarguerita.ch/,,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-villa-marguerita,,false,,,,,,,,,,,,,,,,,,,,,,
hotel-villa-patria-bb,Villa Patria B&B,Brusino Arsizio,,false,,,,"Via San Giorgio 12, 6827 Brusino Arsizio",7,Numero di camere/appartamenti **7**,+41912262640,info@villapatria.ch,mailto:info@villapatria.ch,,,,,,verified-external,185,167.06,EUR,Expect to pay at least €185 per night for 2 people. Breakfast included.,,,,https://www.villapatria.ch/,https://www.myswitzerland.com/it/alloggi/villa-patria-bb/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-villa-patria-bb,https://www.letsgomylove.com/en/place/villa-patria/,false,,,,,,,,,,,,,,,,,,,,,,
hotel-villa-principe-leopoldo,VILLA PRINCIPE LEOPOLDO,Lugano,5,false,albergo 5 stelle,Hotel,Classificato come albergo 5 stelle da HotellerieSuisse,"Via Montalbano 5, 6900 Lugano",37,Numero di camere/appartamenti **37**,+41919858855,info@leopoldohotel.com,mailto:info@leopoldohotel.com,Excellent Cuisine | Seminars,,Valutazione su Ginto,Excellent Cuisine | Seminars | Valutazione su Ginto,Premium,verified-external,388,316.22,USD,View all 12 deals from $388,Barbara Gibellini,General Manager,https://www.leopoldohotel.com/download/115063,https://www.leopoldohotel.com/,https://www.myswitzerland.com/it/alloggi/villa-principe-leopoldo/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-villa-principe-leopoldo,https://www.tripadvisor.ca/Hotel_Review-g188095-d254133-Reviews-Villa_Principe_Leopoldo-Lugano_Canton_of_Ticino_Swiss_Alps.html,true,premium_price_category | five_star_signal,Premium price category | Five-star signal,premium_or_luxury | premium_or_luxury,enriched,https://www.leopoldohotel.com/,Villa Principe Leopoldo | Official Site | Villa at Lake Lugano,"Welcome to Villa Principe Leopoldo, an enchanted villa overlooking Lake Lugano in Switzerland. Official site, best rate guarantee!","Villa Principe Leopoldo offers luxurious accommodations with panoramic views of Lake Lugano and exquisite dining options under the guidance of Executive Chef Cristian Moreschi. The hotel features a range of spacious suites and a dedicated spa, providing an elegant backdrop for relaxation and fine dining.",English | Français | Italiano | Deutsch | German | French | Italian,luxury accommodations | fine dining | wellness spa | panoramic views | family-friendly suites | Spa,understated-luxury,true,'Book now' buttons prominently displayed on various sections of the site. | Book now CTA,,native_direct,spa services | fine dining | e-bike rentals | family suites | Spa | Wellness | Restaurant | Bar | Ski services | Pool,couples | families | wellness guests | gastronomy enthusiasts | Wellness travelers | Ski travelers,elegant design | high-quality service | scenic views | refined dining experience | Design-led,luxury,2903975,0.68,
hotel-villa-sassa,Villa Sassa,Lugano,4,false,albergo 4 stelle,Hotel,Classificato come albergo 4 stelle da HotellerieSuisse,"Via Tesserete 10, 6900 Lugano",98,Numero di camere/appartamenti **98**,+41919114111,info@villasassa.ch,mailto:info@villasassa.ch,Biking | Business | Seminars | Wellness & Spa,,Valutazione su Ginto,Biking | Business | Seminars | Valutazione su Ginto | Wellness & Spa,,verified-external,269,219.23,USD,View all 10 deals from $269,Andrea Buffarello.,General Manager,https://www.villasassa.ch/en/staff.html,http://www.villasassa.ch/,https://www.myswitzerland.com/it/alloggi/villa-sassa-hotel-residence-spa/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-villa-sassa,https://www.tripadvisor.ca/Hotel_Review-g188095-d273143-Reviews-Villa_Sassa-Lugano_Canton_of_Ticino_Swiss_Alps.html,false,,,,,,,,,,,,,,,,,,,,,,
hotel-villa-selva,Villa Selva,Lugano,2,false,albergo 2 stelle,Hotel,Classificato come albergo 2 stelle da HotellerieSuisse,"Via Tesserete 36, 6900 Lugano",12,Numero di camere/appartamenti **12**,+41919236017,villaselva@bluewin.ch,mailto:villaselva@bluewin.ch,,,,,,unclassified,,,,,,,,https://www.villaselva.ch/,https://www.myswitzerland.com/it/alloggi/hotel-selva/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-villa-selva,,false,,,,,,,,,,,,,,,,,,,,,,
hotel-villars-lodge,Villars Lodge,Villars-sur-Ollon,0,false,Swiss Lodge,Swiss Lodge,Classificato come Swiss Lodge da HotellerieSuisse,"Route des hôtels 36, 1884 Villars-sur-Ollon",55,Numero di camere/appartamenti **55**,+41244962295,info@var.ch,mailto:info@var.ch,Biking | Snowsports,,,Biking | Snowsports,,verified-external,161,131.22,USD,View all 9 deals from $161,,,,https://www.villarslodge.ch/,https://www.myswitzerland.com/it/alloggi/villars-lodge/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-villars-lodge,https://www.tripadvisor.com/Hotel_Review-g198849-d18963958-Reviews-Villars_Lodge-Villars_sur_Ollon_Canton_of_Vaud.html,false,,,,,,,,,,,,,,,,,,,,,,
hotel-villars-palace,Villars Palace,Villars-sur-Ollon,5,true,albergo 5 stelle Superior,Hotel,Classificato come albergo 5 stelle Superior da HotellerieSuisse,"Route des Hôtels 28, 1884 Villars-sur-Ollon",125,Numero di camere/appartamenti **125**,+41244962296,info@var.ch,mailto:info@var.ch,Seminars | Snowsports | Wellness & Spa,,,Seminars | Snowsports | Wellness & Spa,Premium,verified-external,499,406.68,USD,View all 6 deals from $499,,,,https://de.villarspalace.ch/,https://www.myswitzerland.com/it/alloggi/villars-palace/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-villars-palace,https://www.tripadvisor.ca/Hotel_Review-g198849-d15685295-Reviews-Villars_Palace-Villars_sur_Ollon_Canton_of_Vaud.html,true,premium_price_category | five_star_signal | four_star_superior_signal | large_hotel,Premium price category | Five-star signal | Four-star superior signal | Large hotel footprint,premium_or_luxury | premium_or_luxury | premium_or_luxury | large_hotel,enriched,https://www.villarspalace.ch/,Villars Palace Hotel: More Than A Luxury Hotel Experience,"Be part of something bigger. Villars Palace Hotel is a place to engage, and share knowledge and passion with a community of eager travelers.","Villars Palace offers a luxurious experience set in the stunning Swiss Alps, emphasizing innovative hospitality and sustainability. The hotel features a range of accommodations, wellness facilities, and exquisite dining options, catering to guests seeking intimate and meaningful experiences.",EN | FR | DE | English | German | French | Italian,luxury accommodation | wellness escape | sustainable hospitality | cultural experiences | family-friendly activities | Spa,luxury-wellness,true,Multiple 'Book Now' CTAs throughout the website. | Direct links to booking through Synxis. | SynXis booking engine | Book now CTA,,native_direct,spa | restaurants & bars | fitness center | meeting spaces | events | Wellness | Restaurant | Bar | Meeting rooms | Seminar facilities,families | luxury travelers | wellness guests | skiers | culture seekers | Groups and events | Wellness travelers | Ski travelers,alpine elegance | modern luxury | family-oriented design | Design-led | Alpine aesthetic | Modern | Luxury cues,luxury,12617247,0.68,
hotel-villmergen-swiss-quality-hotel,Villmergen Swiss Quality Hotel,Villmergen,3,false,albergo 3 stelle,Hotel,Classificato come albergo 3 stelle da HotellerieSuisse,"Löwenplatz, 5612 Villmergen",57,Numero di camere/appartamenti **57**,+41627232888,info@hotel.villmergen.ch,mailto:info@hotel.villmergen.ch,,Swisstainable Livello I - committed | TOP formazione aziendale livello 2,Valutazione su Ginto,Swisstainable Livello I - committed | TOP formazione aziendale livello 2 | Valutazione su Ginto,,verified-external,151,123.06,USD,"Interestingly, the average price of a hotel room in Bremgarten also falls within the same range of $151 to $200. This parity in pricing reflects the overall market value in the area, yet the **Villmergen Swiss Quality Hotel** stands out with its unique offerings and personalized service. Guests can expect modern amenities, stunning views, and a warm Swiss welcome, making it an ideal base for exploring the picturesque surroundings of Bremgarten while enjoying the best that local hospitality has to offer.",,,,http://www.hotel-villmergen.ch/,https://www.myswitzerland.com/it/alloggi/villmergen-swiss-quality-hotel/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-villmergen-swiss-quality-hotel,https://www.agoda.com/villmergen-swiss-quality-hotel/hotel/bremgarten-ch.html,false,,,,,,,,,,,,,,,,,,,,,,
hotel-visionapartments-hotel-de-famille,VISIONAPARTMENTS Hôtel de Famille,Vevey,,false,,,,"Rue des Communaux 20, 1800 Vevey",101,Numero di camere/appartamenti **101**,,vevey@visionapartments.com,mailto:vevey@visionapartments.com,,,,,,verified-external,123,123,CHF,CHF 123 nightly,,,,https://www.visionapartments.com/,https://www.myswitzerland.com/it/alloggi/visionapartments-hotel-de-famille-1/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-visionapartments-hotel-de-famille,"https://www.google.ch/travel/hotels/entity/ChkQlOmX6JbOnapFGg0vZy8xMW1sNGJ0eHpjEAI?q=hebergement+vevey&g2lb=4207876,4208993,4223281,4242898,4251618,4252383,4253230,4254308,4258187,4250437,4251105,4253015&hl=en&gl=ch&un=0&rp=OAFAAEgC&ictx=1&tcfs=EiwKCS9tLzAyYm5kNBIFVmV2ZXkaGAoKMjAxOS0wNS0yNRIKMjAxOS0wNS0yNlIA&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAEaIAoCGgASGhIUCgcI6g8QAhgREgcI6g8QAhgSGAEyAhAAKg8KBToDQ0hGGgAiBAoCEAE&ei=4iD4YNTPFMyUlQaFiaHoCA&ap=MAE&ei=1TuDacbAC4fR0L4P5KWKqAo&ei=PXKDabX_KaeE0L4PpeS5-Qg&ved=2ahUKEwj1kbevn8CSAxUnAtQBHSVyLo8Qv6wDegUIBBDQAQ",false,,,,,,,,,,,,,,,,,,,,,,
hotel-visionapartments-living-hotel-geneve-gare,VISIONAPARTMENTS living hôtel Geneve Gare,Genève,3,false,albergo 3 stelle,Hotel,Classificato come albergo 3 stelle da HotellerieSuisse,"Place Cornavin 8, 1201 Genève",52,Numero di camere/appartamenti **52**,+41229064700,info@visionapartments.com,mailto:info@visionapartments.com,,,Valutazione su Ginto,Valutazione su Ginto,,unclassified,,,,,,,,https://visionapartments.com/en/search/geneva?inDate=2026-01-11&outDate=2026-01-13&guests=1&radius=10&placeId=ChIJ6-LQkwZljEcRObwLezWVtqA&lat=46.2043907&long=6.1431577,https://www.myswitzerland.com/it/alloggi/ibis-styles-geneve-gare-1/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-visionapartments-living-hotel-geneve-gare,,false,,,,,,,,,,,,,,,,,,,,,,
